codigo,informalidad_2005
66572,93.71322631835938
66594,94.822265625
66682,80.88825988769531
66687,93.70225524902344
68001,71.36463928222656
68013,90.03984069824219
68020,92.57473754882812
68051,93.47510528564453
68077,86.31217956542969
68079,86.94304656982422
68081,72.66470336914062
68092,93.6358642578125
68101,94.99443817138672
68121,95.55950164794922
68132,63.819095611572266
68147,90.4204330444336
68152,95.12657928466797
68160,95.67163848876953
68162,94.59041595458984
68167,90.51724243164062
68169,95.02867889404297
68176,94.14498138427734
68179,96.21621704101562
68190,94.89631652832031
68207,94.93991088867188
68209,95.20896911621094
68211,74.46569061279297
68217,97.64966583251953
68229,91.43991088867188
68235,95.93255615234375
68245,91.64305877685547
68250,95.7794418334961
68255,93.64796447753906
68264,95.06578826904297
68266,96.1855697631836
68271,96.5998764038086
68276,66.49057006835938
68296,90.96109771728516
68298,93.83155059814453
68307,75.56737518310547
68318,93.96277618408203
68320,89.61038970947266
68322,91.98056030273438
68324,94.99552917480469
68327,89.66588592529297
68344,90.77134704589844
68368,90.83710479736328
68370,98.07280731201172
68377,94.64012145996094
68385,97.67902374267578
68397,94.8900375366211
68406,88.97696685791016
68418,92.08151245117188
68425,88.11881256103516
68432,87.93987274169922
68444,95.0677490234375
68464,94.70645141601562
68468,95.36585235595703
68498,94.78308868408203
68500,87.19193267822266
68502,90.97270965576172
68522,93.72760009765625
68524,89.3139877319336
68533,92.11864471435547
68547,76.16507720947266
68549,82.25650787353516
68572,87.2712173461914
68573,92.78060150146484
68575,80.86206817626953
68615,91.16014862060547
68655,89.37039947509766
68669,93.10806274414062
68673,96.79193115234375
68679,73.40298461914062
68682,91.79367065429688
68684,91.21835327148438
68686,96.05781555175781
68689,94.13558959960938
68705,92.80660247802734
68720,96.45120239257812
68745,94.27783203125
68755,77.73126983642578
68770,94.4638900756836
68773,95.63848876953125
68780,89.19413757324219
68820,94.80885314941406
68855,91.10591125488281
68861,92.4990463256836
68867,74.8898696899414
68872,93.4239501953125
68895,85.49592590332031
70001,83.71946716308594
70110,96.42267608642578
70124,94.19087219238281
70204,97.89768981933594
70215,88.61573028564453
70221,82.48407745361328
70230,99.32170867919922
70233,99.68866729736328
70235,96.57568359375
70265,98.48971557617188
70400,96.32675170898438
70418,94.43012237548828
70429,96.32786560058594
70473,90.94908905029297
70508,94.77197265625
70523,99.04363250732422
70670,96.753662109375
70678,97.88172912597656
70702,96.37177276611328
70708,95.69219207763672
70713,97.49510192871094
70717,96.37908172607422
70742,95.28424072265625
70771,93.82022094726562
70820,95.5688247680664
70823,94.39535522460938
73001,73.50516510009766
73024,91.77984619140625
73026,87.583740234375
73030,85.69942474365234
73043,95.2288589477539
73055,82.69784545898438
73067,96.19181823730469
73124,95.19261169433594
73148,87.90186309814453
73152,97.22100067138672
73168,91.16109466552734
73200,89.966552734375
73217,96.73409271240234
73226,93.22892761230469
73236,91.32492065429688
73268,82.93167114257812
73270,92.3958740234375
73275,78.18700408935547
73283,92.80781555175781
73319,86.49020385742188
73347,94.37644958496094
73349,78.97334289550781
73352,92.9332046508789
73408,88.04238891601562
73411,91.8470230102539
73443,84.43544006347656
73449,71.00821685791016
73461,98.39622497558594
73483,90.91657257080078
73504,92.7431640625
73520,96.82051086425781
73547,77.6229476928711
73555,97.97124481201172
73563,92.19308471679688
73585,91.44566345214844
73616,97.06171417236328
73622,95.6622314453125
73624,97.49614715576172
73671,88.33158874511719
73675,98.25060272216797
73678,90.864501953125
73686,95.28158569335938
73770,84.48275756835938
73854,91.92949676513672
73861,92.20584106445312
73870,96.2828140258789
73873,96.22933959960938
76001,65.79354858398438
76020,95.17980194091797
76036,75.76251220703125
76041,91.92411804199219
76054,94.5066146850586
76100,92.01620483398438
76109,84.4194107055664
76111,68.67156982421875
76113,74.82879638671875
76122,91.44156646728516
76126,82.28605651855469
76130,64.49022674560547
76147,80.703857421875
76233,87.9525146484375
76243,95.19371032714844
76246,97.74647521972656
76248,65.09799194335938
76250,96.25138092041016
76275,67.2922592163086
76306,77.05354309082031
76318,62.850868225097656
76364,73.334228515625
76377,91.5036849975586
76400,87.73684692382812
76403,87.09021759033203
76497,83.14292907714844
76520,68.12413024902344
76563,64.55440521240234
76606,93.03067779541016
76616,88.42993927001953
76622,75.70890045166016
76670,72.15908813476562
76736,90.73524475097656
76823,93.09368133544922
76828,93.50935363769531
76834,75.79733276367188
76845,86.19295501708984
76863,85.92814636230469
76869,84.42399597167969
76890,76.48362731933594
76892,64.88662719726562
76895,61.53399658203125
81001,83.91065979003906
81065,91.28044128417969
81220,81.88854217529297
81300,93.43873596191406
81591,88.58800506591797
