codigo,anno,MERF_resultados_repro
50318,2016,67.97328163466688
50325,2016,79.05969158633334
50330,2016,88.08317699266688
50370,2016,86.88575311800005
50450,2016,85.47399968733328
50573,2016,61.592690962665934
50590,2016,83.58653602900024
50680,2016,59.555948224332816
50683,2016,79.93777964133352
50689,2016,66.9090555913332
52001,2016,64.69068428433357
52036,2016,87.54568198033324
52207,2016,88.88942050566682
52210,2016,90.20803711966664
52227,2016,91.68870656600018
52250,2016,81.9536670989998
52254,2016,85.89902267399978
52260,2016,90.99830205266686
52287,2016,91.58741296166693
52356,2016,77.10525145266739
52378,2016,90.73288964233372
52390,2016,82.49274963033311
52399,2016,86.54951861966656
52418,2016,91.53420060833352
52435,2016,90.56588706266679
52473,2016,78.80117203966701
52540,2016,91.8235219256671
52573,2016,92.15271446966695
52612,2016,82.56897586966645
52678,2016,87.52736087433334
52685,2016,89.51075502000025
52687,2016,89.86212367733329
52835,2016,78.9535964603336
52838,2016,88.42658567966726
54001,2016,66.85878218930321
54003,2016,86.35157663500036
54109,2016,81.92118522599985
54128,2016,82.4587686539998
54174,2016,87.864556901
54239,2016,88.27986315766695
54245,2016,88.48348527066672
54261,2016,76.00383140799966
54385,2016,83.87402649666649
54405,2016,65.56228288233336
54498,2016,75.50229779700024
54518,2016,68.88875889000037
54660,2016,82.27639862033313
54673,2016,67.83394137733264
54680,2016,82.80362850866676
54810,2016,79.85092416433348
54820,2016,84.07807692333327
54874,2016,74.36961143566681
63001,2016,54.790261081636416
63130,2016,65.36680582899966
63190,2016,71.11467396633336
63302,2016,83.96079612000005
63401,2016,67.05961150266627
63470,2016,74.01625099166645
63548,2016,80.1816549146664
63594,2016,74.61037235733347
66001,2016,52.07214442300007
66045,2016,86.14804821633372
66075,2016,82.38937243366672
66088,2016,84.77065346833346
66170,2016,52.24332639666662
66318,2016,87.35350215200029
66383,2016,90.47086243500041
66400,2016,62.80998702796919
66440,2016,82.5444907476668
66572,2016,79.8505798816662
66594,2016,86.93202477066657
66682,2016,64.66742951133337
68001,2016,52.08657841900012
68020,2016,83.73025644466702
68051,2016,84.57895299000013
68077,2016,70.22861629897076
68079,2016,72.79642882433357
68081,2016,58.63570916233312
68092,2016,85.21938974400126
68101,2016,81.68239494066681
68160,2016,80.80360418333315
68167,2016,79.89858436766677
68235,2016,84.14947720966686
68250,2016,86.23437243400018
68255,2016,78.55078814666605
68276,2016,52.368613542999945
68298,2016,93.8552117930007
68307,2016,57.89009069299996
68318,2016,86.79253610733338
68370,2016,87.96658674566707
68406,2016,66.76958776866653
68418,2016,75.75501962533333
68432,2016,69.6365204233336
68502,2016,86.35214935800032
